순취득",수출,최종수요계,총수요계,총산출,수입,생산물세(수입),수입계,도소매마진,화물운임,총공급계,,
730,장비·용품 및 지식재산권 임대,"4,166 ",545 ,583 ,"1,715 ","8,537 ",504 ,"31,894 ","8,374 ",19 ,10 ,"2,456 ","185,237 ","32,888 ","3,365 ",445 ,"2,536 ","10,775 ","14,219 ","11,539 ","20,444 ","4,948 ","4,582 ","1,163 ","1,362 ","20,820 ","22,500 ","6,144 ","15,288 ",934 ,"9,426 ","7,509 ",216 ,"22,177 ","38,171 ","103,551 ","26,242 ","162,358 ","1,929 ","20,702 ","8,577 ","38,166 ","3,194 ","13,672 ","7,157 ","3,134 ","37,672 ","11,809 ","62,441 ","234,762 ",400 ,"22,078 ","23,340 ","5,823 ","7,688 ","30,570 ","29,209 ",404 ,"396,624 ","69,524 ","31,263 ","11,248 ","19,592 ","14,267 ","55,664 ","37,673 ","60,293 ","75,744 ","701,761 ","201,263 ","49,200 ","39,835 ","71,741 ","242,105 ","76,238 ","21,585 ","5,096 ","15,789 ","94,334 ","11,981 ","67,305 ","19,802 ","56,492 ","5,397 ","41,151 ","10,505 ","63,146 ","23,711 ","7,137 ","32,138 ","3,618 ","28,190 ","14,044 ","3,345 ","380,898 ","14,747 ","342,661 ","178,822 ","14,617 ","42,327 ","22,133 ","9,300 ","8,844 ","592,832 ","175,145 ","43,743 ","8,954 ","2,666 ","36,695 ","62,979 ","393,154 ","888,532 ","778,863 ","199,563 ","261,896 ","124,965 ","194,509 ","65,575 ","1,440,854 ","16,658 ","181,807 ","1,458,107 ","697,071 ","80,532 ","45,245 ","91,028 ","366,097 ","6,885 ","42,067 ","22,175 ","2,009 ","421,301 ","62,053 ","71,488 ","189,681 ","264,410 ","116,246 ","66,412 ","68,024 ","162,384 ","140,364 ","347,730 ","93,473 ","287,102 ","119,150 ","59,220 ","1,992,244 ","1,385,729 ","785,024 ","374,880 ","220,151 ","5,882,792 ","43,379 ","38,805 ","30,246 ","1,480,391 ","25,801 ","364,614 ","914,550 ","109,922 ","35,818 ","288,349 ","21,385 ","13,209 ","14,656 ",123 ,"29,815,231 ","3,591,237 ",0 ,0 ,0 ,0 ,0 ,"3,181,946 ","6,773,183 ","36,588,414 ","31,027,021 ","5,561,393 ",0 ,"5,561,393 ",0 ,0 ," 36,588,414 ",,
741,사업시설 유지관리 및 조경서비스,0 ,0 ,622 ,994 ,"2,785 ",232 ,"17,749 ","13,400 ",232 ,0 ,33 ,"3,727 ","22,527 ","1,161 ",336 ,900 ,"6,515 ","10,937 ","15,278 ","8,627 ",991 ,142 ,"1,151 ",193 ,"2,071 ","5,246 ",446 ,"1,554 ",379 ,"2,039 ","5,316 ",91 ,"20,819 ","17,706 ","18,859 ","6,157 ","164,228 ","12,045 ","44,910 ","21,894 ","51,090 ",867 ,"34,109 ","4,068 ","4,928 ","23,329 ","21,568 ","106,384 ","106,541 ",149 ,"4,865 ","13,326 ","4,386 ","2,714 ","30,949 ","11,790 ","12,431 ","261,133 ","56,570 ","90,976 ","72,236 ","49,113 ","11,611 ","7,573 ","49,023 ","92,161 ","55,003 ","67,164 ","55,791 ","29,059 ","6,657 ","4,374 ","13,689 ","15,115 ","30,240 ","4,233 ","30,471 ","44,513 ","6,651 ","11,357 ","36,593 ","43,795 ","10,343 ","23,767 ","5,316 ","14,754 ","19,752 ","21,180 ","3,663 ","6,917 ","19,955 ","6,910 ","16,614 ","41,206 ",51 ,"52,890 ","17,894 ","10,972 ","1,041 ","1,693 ","17,850 ","18,324 ","379,760 ","323,177 ","2,874 ",660 ,"6,420 ","29,073 ","77,767 ","115,155 ","38,941 ","26,398 ","43,134 ","5,209 ","7,993 ","15,926 ","1,033 ","1,832,812 ","22,852 ","103,447 ","20,930 ","4,777 ","218,225 ","136,128 ","544,950 ","235,353 ","30,803 ","41,883 ","369,131 ","35,014 ","106,455 ","86,144 ","19,820 ","61,214 ","120,044 ","55,079 ","58,164 ","98,968 ","238,842 ","607,923 ","1,197,861 ","277,021 ","209,698 ","712,057 ","3,439,300 ","285,141 ","1,004,326 ","4,049 ","34,583 ","92,513 ","218,419 ","148,500 ","44,390 ","228,617 ","2,071,807 ","59,457 ","1,185,622 ","424,319 ","201,442 ","282,500 ","286,588 ","179,106 ","20,240 ","30,694 ","2,450 ","21,085,157 ","547,158 ",0 ,0 ,0 ,0 ,0 ,"1,797,314 ","2,344,472 ","23,429,629 ","20,770,299 ","2,659,330 ",0 ,"2,659,330 ",0 ,0 ," 23,429,629 ",,
742,인력공급 및 알선,"3,144 ","8,051 ","1,763 ","1,129 ","2,203 ","1,369 ","32,445 ","3,253 ",488 ,3 ,14 ,"2,749 ","64,625 ","14,046 ","9,715 ","5,593 ","16,851 ","8,460 ","60,446 ","27,313 ","16,329 ","7,302 ","12,721 ","3,702 ","10,428 ","3,848 ","15,234 ","51,436 ","7,249 ","11,998 ","18,586 ",831 ,"40,733 ","33,286 ","52,120 ",943 ,"113,153 ","8,779 ","59,240 ","29,401 ","61,330 ","3,795 ","37,550 ","8,134 ","11,074 ","28,153 ","30,354 ","26,875 ","93,553 ","12,220 ","15,266 ","42,638 ","14,419 ","7,589 ","25,885 ","37,438 ","12,303 ","169,313 ","42,137 ","52,208 ","68,688 ","61,882 ","24,613 ","117,759 ","49,630 ","92,819 ","111,834 ","140,406 ","136,947 ","44,567 ","55,409 ","67,655 ","87,946 ","54,753 ","125,811 ","24,120 ","14,904 ","46,301 ","25,233 ","18,038 ","25,238 ","61,825 ","9,524 ","14,765 ","15,524 ","15,645 ","29,203 ","15,663 ","17,761 ","11,663 ","22,019 ","30,979 ","20,730 ","423,828 ","12,467 ","379,407 ","1,659,550 ","9,087 ","22,211 ","8,826 ","28,247 ","46,728 ","882,859 ","202,195 ","6,137 ","5,111 ","1,407 ",204 ,271 ,310 ,"1,424,748 ","1,657,774 ","566,103 ","366,021 ","233,617 ","281,694 ","70,888 ","2,560,302 ","52,189 ","343,591 ","153,627 ","123,554 ","120,320 ","31,151 ","81,896 ","84,178 ","21,342 ","59,993 ","722,751 ","62,827 ","224,382 ","38,051 ","78,102 ","87,002 ","322,204 ","14,264 ","62,422 ","61,437 ","416,504 ","255,482 ","448,667 ","187,616 ",0 ,"126,111 ","114,855 ","183,373 ","1,843,708 ","12,870 ","33,977 ","39,335 ","142,712 ","377,794 ","284,338 ","257,687 ","1,103,336 ","36,431 ","388,379 ","57,428 ","878,785 ","161,182 ","260,627 ","29,858 ","27,836 ","21,308 ",516 ,"24,439,057 ","963,756 ",0 ,0 ,0 ,0 ,0 ,"2,111,215 ","3,074,971 ","27,514,028 ","24,403,628 ","3,110,400 ",0 ,"3,110,400 ",0 ,0 ," 27,514,028 ",,
749,기타 사업지원서비스,560 ,"2,576 ","2,166 ",150 ,"54,310 ","1,155 ","12,090 ","3,583 ",401 ,179 ,145 ,"6,093 ","8,175 ","20,061 ","4,038 ","4,242 ","7,952 ","8,764 ","9,375 ","50,346 ","8,029 ","3,146 ","43,352 ",788 ,"15,639 ","32,436 ","43,020 ","174,072 ","48,224 ","9,787 ","5,176 ",172 ,"48,056 ","33,269 ","71,471 ","5,920 ","218,175 ","3,761 ","84,979 ","20,202 ","96,030 ","6,889 ","27,549 ","13,730 ","8,159 ","64,328 ","15,535 ","12,858 ","68,639 ",403 ,"3,920 ","19,966 ","5,037 ","4,712 ","7,518 ","7,573 ","16,087 ","218,809 ","54,826 ","108,665 ","58,021 ","65,917 ","13,279 ","120,839 ","76,623 ","64,895 ","61,781 ","81,352 ","78,920 ","19,385 ","23,444 ","7,575 ","42,787 ","37,818 ","20,243 ","9,342 ","26,797 ","46,446 ","5,099 ","37,105 ","29,338 ","30,077 ","14,694 ","7,864 ","5,632 ","3,614 ","21,393 ","8,192 ","6,561 ","1,783 ","6,581 ","2,216 ","2,762 ","47,384 ","1,791 ","43,259 ","144,314 ","7,002 ","6,454 ","1,967 ","8,439 ","41,153 ","812,650 ","322,452 ","185,098 ","22,544 ","21,107 ","28,822 ","41,787 ","185,384 ","186,998 ","131,231 ","65,267 ","113,199 ","100,500 ","175,241 ","46,117 ","5,977,508 ","10,454 ","267,929 ","12,198 ","96,759 ","319,287 ","121,846 ","428,252 ","1,054,969 ","69,753 ","508,231 ","139,639 ","6,361 ","1,352,354 ","259,646 ","78,114 ","270,749 ","661,268 ","853,672 ","142,204 ","919,607 ","676,097 ","1,846,442 ","1,798,525 ","582,737 ",0 ,"103,812 ","5,072,305 ","837,693 ","2,415,046 ","14,919 ","136,140 ","236,841 ","320,109 ","151,816 ","100,072 ","772,978 ","795,561 ","53,247 ","1,036,040 ","75,742 ","452,706 ","637,062 ","713,296 ","204,003 ","63,355 ","123,287 ","1,001 ","38,377,435 ","963,676 ",0 ,0 ,0 ,0 ,0 ,"3,286,316 ","4,249,992 ","42,627,427 ","37,770,978 ","4,856,449 ",0 ,"4,856,449 ",0 ,0 ," 42,627,427 ",,
751,공공행정 및 국방,0 ,0 ,0 ,0 ,0 ,0 ,"121,975 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"323,197 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"2,652,821 ","3,097,993 ","3,444,302 ","157,698,986 ",0 ,0 ,0 ,0 ,"20,823 ","161,164,111 ","164,262,104 ","163,944,852 ","317,252 ",0 ,"317,252 ",0 ,0 ," 164,262,104 ",,
752,사회보험서비스,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"4,311,132 ",0 ,0 ,0 ,0 ,0 ,"4,311,132 ","4,311,132 ","4,311,132 ",0 ,0 ,0 ,0 ,0 ," 4,311,132 ",,
760,교육서비스,146 ,193 ,152 ,29 ,540 ,239 ,98 ,"1,237 ",151 ,0 ,0 ,517 ,"3,391 ",177 ,997 ,"1,458 ","2,462 ","3,216 ","7,429 ","2,406 ","1,562 ",574 ,456 ,600 ,770 ,959 ,"2,308 ","1,322 ","1,057 ","2,092 ","1,269 ",209 ,"3,156 ","5,152 ","3,170 ",39 ,"15,741 ","5,894 ","4,333 ","5,573 ","9,641 ","2,538 ","3,157 ","3,536 ","2,336 ","10,902 ","10,012 ","9,469 ","26,131 ","1,593 ","2,531 ","4,844 ","1,907 ","1,840 ","3,918 ","3,475 ",381 ,"25,052 ","11,548 ","6,003 ","3,180 ","10,854 ","4,410 ","14,395 ","14,809 ","15,489 ","22,494 ","7,993 ","7,416 ","5,621 ","5,208 ",939 ,"1,895 ","2,073 ","17,783 ",868 ,"6,762 ","15,936 ","5,882 ","7,932 ","3,122 ","8,597 ","3,894 ","5,762 ","8,416 ","3,891 ","8,944 ","5,037 ","3,937 ","2,122 ","3,778 ","13,788 ",958 ,"9,637 ",366 ,"19,492 ","8,186 ",559 ,382 ,461 ,"1,227 ","1,577 ","126,593 ","13,410 ",144 ,"2,314 ","1,663 ","5,224 ","4,370 ","2,782 ","5,609 ","11,965 ","16,544 ","3,600 ","3,572 ","4,776 ",169 ,"609,301 ",353 ,"8,276 ","3,395 ","3,599 ","5,914 ","2,835 ","10,095 ","9,306 ","2,152 ","1,779 ","39,132 ","7,997 ","15,233 ","16,557 ","10,946 ","8,443 ","15,719 ","8,626 ","3,243 ","7,101 ","45,337 ","56,765 ","117,376 ","30,845 ",0 ,"63,799 ","15,663 ","125,144 ","72,242 ","1,590 ","10,939 ","42,793 ","9,748 ","10,582 ","6,202 ","17,284 ","7,658 ","3,354 ","49,432 ","6,989 ","10,198 ","4,479 ","8,379 ","27,699 ","19,100 ","11,295 ",409 ,"2,275,998 ","53,628,934 ","72,098,541 ",0 ,0 ,0 ,0 ,"192,290 ","125,919,765 ","128,195,763 ","126,303,434 ","1,892,329 ",0 ,"1,892,329 ",0 ,0 ," 128,195,763 ",,
770,의료 및 보건,"9,605 ","12,114 ","4,240 ","8,826 ","17,296 ","4,085 ","33,429 ","4,555 ",821 ,11 ,48 ,"8,367 ","15,218 ","9,310 ","5,489 ","1,329 ","5,600 ","7,506 ","19,752 ","4,475 ","6,323 ","5,548 ","1,548 ","3,495 ","6,312 ","2,861 ","15,313 ","17,495 ","3,078 ","7,168 ","12,298 ",243 ,"8,024 ","20,486 ","8,053 ",265 ,"27,459 ","1,596 ","7,159 ","10,618 ","17,131 ","1,719 ","29,771 ","5,267 ","3,489 ","18,088 ","14,202 ","11,273 ","59,244 ","8,756 ","6,121 ","10,535 ","5,911 ","3,938 ","11,094 ","7,848 ","1,128 ","51,947 ","13,636 ","10,434 ","10,212 ","8,971 ","9,033 ","43,174 ","14,597 ","30,912 ","54,680 ","38,184 ","19,420 ","12,019 ","9,784 ","5,115 ","10,664 ","6,385 ","27,735 ","6,338 ","7,508 ","28,153 ","8,248 ","14,402 ","11,604 ","23,794 ","5,284 ","14,342 ","17,431 ","14,797 ","23,773 ","11,751 ","17,627 ","6,589 ","13,130 ","27,188 ","12,712 ","57,468 ","3,670 ","107,287 ","26,394 ","3,542 ","2,578 ","2,032 ","13,844 ","12,502 ","133,475 ","33,480 ","2,907 ","4,732 ","3,222 ","15,166 ","33,643 ","43,644 ","96,517 ","118,442 ","30,771 ","21,549 ","22,205 ","22,282 ","4,345 ","1,216,631 ","9,177 ","75,057 ","9,368 ","4,589 ","13,793 ","11,621 ","9,248 ","9,379 ","7,221 ","10,110 ","297,349 ","34,793 ","23,396 ","11,667 ","24,333 ","9,384 ","58,974 ","41,150 ","15,726 ","32,422 ","105,303 ","64,086 ","192,867 ","51,917 ","8,409 ","91,755 ","28,326 ","92,554 ","287,572 ","8,177 ","39,466 ","95,570 ","24,149 ","42,783 ","60,232 ","54,035 ","73,731 ",816 ,"248,362 ","418,160 ","118,982 ","66,002 ","99,262 ","44,563 ","38,872 ","47,931 ",684 ,"6,340,157 ","39,984,239 ","91,399,943 ",0 ,0 ,0 ,0 ,"175,158 ","131,559,340 ","137,899,497 ","137,700,515 ","198,982 ",0 ,"198,982 ",0 ,0 ," 137,899,497 ",,
780,사회복지서비스,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"22,688,118 ","19,459,424 ",0 ,0 ,0 ,0 ,"18,187 ","42,165,729 ","42,165,729 ","42,097,761 ","67,968 ",0 ,"67,968 ",0 ,0 ," 42,165,729 ",,
790,문화 및 여행 관련 서비스,743 ,"1,007 ","1,060 ",273 ,992 ,"1,136 ","4,032 ","1,911 ",82 ,13 ,18 ,"2,106 ","1,770 ",378 ,168 ,124 ,452 ,"1,364 ","1,868 ","2,314 ","1,216 ",753 ,352 ,153 ,"1,441 ","1,273 ","3,581 ","4,942 ","1,235 ","1,689 ","1,210 ",17 ,"1,681 ","2,433 ","4,890 ",540 ,"8,909 ",302 ,"2,964 ","1,640 ","6,406 ",386 ,"2,286 ",814 ,712 ,"9,228 ","1,913 ","2,204 ","10,467 ",297 ,538 ,"3,400 ",959 ,340 ,"1,527 ","1,582 ",146 ,"15,114 ","2,641 ","5,386 ","5,807 ","6,884 ","1,501 ","7,595 ","6,274 ","6,532 ","6,622 ","4,862 ","3,303 ","1,321 ","1,308 ",611 ,"1,795 ","1,659 ","2,454 ",700 ,"2,242 ","3,915 ",914 ,"2,255 ","1,663 ","3,050 ",749 ,"3,244 ",660 ,"1,317 ","2,866 ","1,299 ",980 ,446 ,"1,236 ","2,093 ",859 ,"1,740 ",100 ,"6,049 ","4,196 ",351 ,280 ,224 ,"1,704 ","2,055 ","15,639 ","7,514 ",806 ,"1,027 ",898 ,"2,024 ","5,876 ","2,220 ","7,850 ","6,442 ","4,493 ","1,400 ","1,135 ","1,775 ",237 ,"58,550 ",394 ,"9,858 ","18,066 ","214,903 ","14,375 ","4,303 ","8,047 ","8,896 ","1,020 ","5,036 ","12,529 ","1,052 ","9,663 ","4,042 ","211,659 ","5,330 ","22,596 ","7,509 ","313,981 ","701,293 ","22,593 ","29,557 ","42,296 ","10,757 ",0 ,"26,489 ","8,519 ","36,441 ","136,844 ","231,128 ","7,935 ","410,011 ","5,155 ","5,729 ","5,209 ","29,090 ","161,506 ","5,868 ","505,567 ","17,836 ","57,305 ","891,513 ","80,370 ","94,296 ","7,029 ","5,987 ",517 ,"4,763,078 ","7,068,480 ","2,801,247 ","648,071 ",0 ,0 ,"9,561 ","530,232 ","11,057,591 ","15,820,669 ","14,126,471 ","1,693,734 ",464 ,"1,694,198 ",0 ,0 ," 15,820,669 ",,
800,스포츠 및 오락서비스,"2,689 ","3,415 ","4,629 ","1,366 ","8,426 ","11,413 ","22,222 ","3,516 ",885 ,60 ,170 ,"19,206 ","11,863 ","3,716 ","1,549 ","1,005 ","2,188 ","6,848 ","6,628 ","17,147 ","7,707 ","3,846 ",803 ,"1,234 ","8,584 ","8,395 ","25,354 ","15,389 ","3,432 ","12,186 ","9,412 ",85 ,"7,687 ","13,280 ","14,201 ","2,863 ","40,851 ","1,637 ","7,022 ","10,118 ","36,506 ","1,796 ","17,577 ","4,116 ","4,642 ","15,564 ","10,027 ","14,979 ","77,516 ","2,839 ","4,871 ","7,391 ","5,615 ","1,807 ","12,938 ","14,090 ",541 ,"68,500 ","22,385 ","17,093 ","25,579 ","22,353 ","7,545 ","34,657 ","35,092 ","37,229 ","35,131 ","9,839 ","7,710 ","6,456 ","5,991 ","2,922 ","11,700 ","7,102 ","20,233 ","4,236 ","5,938 ","18,043 ","8,863 ","11,706 ","7,443 ","19,130 ","2,953 ","19,257 ","5,677 ","13,547 ","22,342 ","11,785 ","8,600 ","3,849 ","11,611 ","20,808 ","8,200 ","14,323 ",606 ,"31,420 ","12,866 ","1,603 ",906 ,"1,973 ","10,469 ","9,400 ","132,005 ","18,103 ",460 ,"2,944 ","2,878 ","11,902 ","31,953 ","20,245 ","52,698 ","39,558 ","31,246 ","10,663 ","9,407 ","12,707 ","1,426 ","259,388 ",704 ,"30,308 ","12,378 ","2,586 ","26,510 ","31,193 ","15,941 ","61,625 ","2,994 ","14,490 ","54,342 ","10,476 ","38,673 ","12,362 ","163,127 ","95,152 ","74,891 ","42,618 ","33,451 ","15,739 ","105,594 ","99,732 ","172,594 ","32,130 ",0 ,"87,022 ","33,354 ","144,262 ","240,348 ","7,084 ","19,862 ","138,312 ","27,688 ","44,794 ","74,556 ","121,115 ","2,303 ","5,111 ","383,833 ","126,993 ","83,776 ","29,910 ","375,843 ","116,238 ","47,494 ","20,446 ",604 ,"5,139,054 ","23,413,587 ",0 ,0 ,0 ,0 ,0 ,"479,526 ","23,893,113 ","29,032,167 ","28,407,020 ","625,147 ",0 ,"625,147 ",0 ,0 ," 29,032,167 ",,
810,사회단체,"3,387 ","2,581 ","1,516 ","5,682 ","6,710 ",644 ,"14,002 ","2,054 ",323 ,0 ,24 ,"3,988 ","40,380 ","4,544 ",212 ,464 ,"3,574 ","3,843 ","2,242 ","10,218 ","7,008 ","2,815 ",571 ,"1,814 ","7,713 ","11,466 ","8,077 ","7,645 ","3,377 ","5,116 ","4,687 ",667 ,"10,498 ","6,920 ","5,122 ","28,700 ","64,924 ","1,527 ","15,512 ","13,918 ","30,944 ","2,318 ","23,475 ","4,597 ","3,256 ","5,352 ","4,622 ","5,844 ","20,917 ","3,469 ","6,619 ","7,623 ","5,602 ","3,062 ","36,594 ","16,591 ","4,035 ","92,754 ","11,848 ","35,263 ","18,899 ","16,830 ","14,734 ","30,890 ","38,296 ","22,775 ","34,124 ","20,630 ","18,345 ","4,080 ","5,454 ","1,200 ","6,819 ","3,310 ","11,633 ","3,401 ","5,057 ","22,090 ","11,987 ","8,378 ","5,942 ","42,633 ","6,014 ","4,561 ","4,882 ","10,019 ","31,083 ","5,916 ","8,292 ","5,349 ","9,062 ","7,641 ","5,488 ","44,209 ","1,078 ","30,286 ","12,310 ","2,558 ",576 ,"1,349 ","8,056 ","5,804 ","95,550 ","21,969 ","9,030 ","1,422 ","2,502 ","4,904 ","12,971 ","19,933 ","30,784 ","26,790 ","6,092 ","17,586 ","19,582 ","16,222 ",845 ,"658,976 ",26 ,"58,962 ","21,616 ","5,752 ","55,136 ","73,215 ","46,819 ","82,909 ","5,112 ","12,667 ","96,966 ","9,125 ","15,661 ","7,594 ","52,167 ","32,249 ","43,208 ","40,602 ","9,334 ","17,135 ","48,880 ","102,371 ","374,707 ","81,338 ",0 ,"25,570 ","45,103 ","183,140 ","507,297 ","4,038 ","54,780 ","80,332 ","21,391 ","15,790 ",767 ,"58,647 ","143,120 ","27,029 ","598,383 ","107,304 ","39,340 ","53,980 ","56,729 ","35,441 ","6,648 ","28,684 ",353 ,"5,523,865 ","14,139,135 ",0 ,0 ,0 ,0 ,0 ,"10,291 ","14,149,426 ","19,673,291 ","19,564,201 ","109,090 ",0 ,"109,090 ",0 ,0 ," 19,673,291 ",,
821,자동차 및 소비용품 수리서비스,"8,769 ","16,558 ","3,771 ","6,520 ","9,543 ","7,817 ","7,701 ","3,111 ",862 ,26 ,787 ,"13,143 ","47,263 ","8,588 ","3,386 ","2,556 ","3,602 ","5,951 ","11,425 ","11,252 ","4,072 ","8,543 ","2,770 ","1,215 ","2,434 ","6,170 ","7,372 ","19,327 ","3,595 ","10,233 ","4,373 ",420 ,"8,639 ","8,362 ","10,095 ","3,215 ","45,251 ","2,373 ","10,368 ","14,639 ","9,049 ","1,216 ","7,390 ","4,339 ","3,181 ","17,579 ","10,075 ","36,806 ","41,846 ","2,790 ","3,703 ","3,195 ","2,467 ","3,416 ","32,751 ","7,690 ",139 ,"67,481 ","5,372 ","1,987 ","8,151 ","11,868 ","5,418 ","42,099 ","39,046 ","28,709 ","30,973 ","6,721 ","3,445 ","3,242 ","1,956 ","51,564 ","219,953 ","61,598 ","15,132 ","1,282 ","8,066 ","7,661 ","6,013 ","12,286 ","74,951 ","21,271 ","6,855 ","7,660 ","11,977 ","17,719 ","77,915 ","12,612 ","32,009 ","8,018 ","6,616 ","8,492 ","2,779 ","31,307 ",954 ,"88,275 ","6,166 ","2,787 ",334 ,727 ,"7,680 ","6,575 ","230,302 ","22,741 ","4,372 ","2,028 ",452 ,"40,399 ","125,622 ","43,306 ","88,819 ","71,861 ","45,519 ","46,428 ","33,903 ","28,515 ","10,618 ","2,008,780 ","2,986 ","1,793,479 ","5,867 ","2,721 ","44,189 ","26,560 ","36,725 ","68,759 ","42,878 ","589,374 ","62,219 ","6,571 ","71,582 ","25,055 ","41,224 ","22,315 ","57,813 ","17,773 ","12,556 ","21,149 ","44,445 ","37,104 ","99,938 ","21,026 ","7,369 ","126,991 ","42,567 ","142,103 ","508,823 ","2,791 ","27,295 ","100,774 ","671,971 ","27,131 ","70,316 ","49,122 ","153,639 ","3,961 ","251,134 ","48,106 ","46,098 ","43,870 ","62,558 ","34,107 ","281,597 ","41,966 ",147 ,"10,309,840 ","18,740,876 ",0 ,0 ,0 ,0 ,0 ,"684,081 ","19,424,957 ","29,734,797 ","28,827,284 ","907,513 ",0 ,"907,513 ",0 ,0 ," 29,734,797 ",,
